FID IID trait1
F536 I536 1.32778332041629
F537 I537 0.221965644579597
F539 I539 1.06342126975679
F540 I540 0.0952375521776216
F542 I542 1.49424417288028
F543 I543 0.101455483709067
F544 I544 0.464996556078709
F545 I545 -0.50672726685137
F547 I547 0.346983921364188
F548 I548 1.09582409645316
F549 I549 0.628090797952906
F550 I550 0.23370685154253
F553 I553 1.66054678813292
F554 I554 2.2084325747608
F555 I555 1.13889316461645
F557 I557 5.46098399922885
F558 I558 -0.351667720115984
F560 I560 -0.364523580220629
F561 I561 -0.230774601774947
F562 I562 1.14363308133826
F564 I564 -0.0127401780028116
F565 I565 0.245963550605873
F566 I566 0.398881583364851
F567 I567 -0.137005842074401
F568 I568 2.3274005608872
F569 I569 0.499981877894291
F570 I570 1.71373852005331
F572 I572 0.79131307009135
F573 I573 0.30961426915696
F574 I574 1.70007047627611
F575 I575 -0.496344372805719
F577 I577 0.258402888295183
F578 I578 4.68789955042812
F579 I579 2.3100652484874
F580 I580 -0.692452200739334
F581 I581 0.248033524644372
F583 I583 -0.256582581703866
F586 I586 0.719258745555271
F587 I587 -1.39661701407488
F588 I588 0.30430364159073
F589 I589 1.70705645291189
F592 I592 0.561993008071082
F593 I593 -0.114252812893384
F595 I595 1.33428319080344
F596 I596 2.82922133971564
F598 I598 -0.717836055847672
F599 I599 0.340479506855611
F600 I600 0.705036598784636
F601 I601 -1.02409607659616
F602 I602 1.82715260816306
F603 I603 -0.389154422261736
F604 I604 1.78149657683569
F605 I605 -0.637241358770395
F607 I607 2.40409912167625
F608 I608 1.91881717138391
F610 I610 -0.316633785862135
F611 I611 1.78202675833825
F614 I614 3.01125943407941
F616 I616 4.05094734430722
F617 I617 -0.0218269535728259
F618 I618 -0.958702318810134
F620 I620 -0.941350354354737
F621 I621 -0.277285856215027
F622 I622 1.07029196823646
F623 I623 -0.888508440872834
F624 I624 0.0215218711229871
F625 I625 -1.92691897143238
F627 I627 0.993379147634002
F629 I629 1.21752924453227
F630 I630 -0.0932615649279046
F631 I631 0.818986435524712
F632 I632 0.807453378866817
F633 I633 -0.11481787580103
F634 I634 -1.1001556590356
F635 I635 3.1423910309108
F637 I637 1.1825816531699
F638 I638 0.229117218452939
F639 I639 0.948028299399334
F641 I641 -0.0844879051691817
F642 I642 1.02119195530478
F643 I643 1.0916270553903
F644 I644 0.491015413933272
F645 I645 -0.40236040855054
F647 I647 -1.89909947502771
F648 I648 1.55792186749359
F649 I649 0.825175722406593
F650 I650 0.6069536172342
F651 I651 0.278021094582056
F652 I652 -0.865966026224774
F653 I653 -0.361784729640199
F654 I654 1.20633229354501
F655 I655 0.135900250868417
F656 I656 -0.231212571132228
F657 I657 -0.282518952647118
F658 I658 0.114266125043624
F659 I659 1.57748963208731
F661 I661 3.3043171744052
F662 I662 0.148926228811488
F663 I663 -0.436894542709206
F665 I665 0.696940613487901
F666 I666 -0.297158149252679
F667 I667 1.7876390871252
F668 I668 1.29481399302975
F669 I669 2.40406488260639
F672 I672 -0.338320606710862
F673 I673 -0.587149616462217
F674 I674 0.923246411735662
F675 I675 -0.848822741739722
F676 I676 -0.0462736049185227
F677 I677 4.22264208290954
F678 I678 0.0668293856749323
F680 I680 0.487790327441617
F681 I681 0.149881114559614
F682 I682 0.464682143529579
F683 I683 0.747521944015725
F684 I684 0.440863747897408
F685 I685 -0.056061831126775
F686 I686 5.09147764546772
F687 I687 2.26825446056487
F688 I688 0.247245574304758
F689 I689 -0.607920424438588
F690 I690 0.0829194104784444
F691 I691 1.11896364237453
F692 I692 0.0636345123653817
F693 I693 6.77101150462584
F695 I695 -0.0204714456067477
F696 I696 -0.606159579566362
F697 I697 -1.04574254733936
F699 I699 0.0909147451317429
F700 I700 1.76649011591976
F701 I701 0.925822290277911
F702 I702 0.17399914779799
F703 I703 -0.515882775103564
F704 I704 0.228465392885629
F705 I705 -0.139300534156381
F709 I709 -0.0157963908707238
F710 I710 -0.362013114265164
F711 I711 -0.0175559326980064
F712 I712 2.28470583596526
F715 I715 -0.625260212800394
F716 I716 -0.641949972202276
F717 I717 0.288656665209719
F718 I718 0.112272673592493
F720 I720 -0.739957160427753
F721 I721 1.0937966613369
F723 I723 1.49019124345479
F724 I724 0.86978468866099
F725 I725 0.279736947837069
F727 I727 0.0112349485001625
F728 I728 0.972953000484402
F729 I729 2.90750877916934
F730 I730 0.3395196448199
F731 I731 -0.675600180408424
F732 I732 -0.0867122110241474
F733 I733 -0.37925642580971
F734 I734 -0.410457551066098
F735 I735 -0.612754020461952
F736 I736 1.79206628578317
F737 I737 3.50945765015753
F738 I738 3.02083552175438
F739 I739 0.0930210338365083
F740 I740 0.250173824355087
F741 I741 0.593060199515452
F742 I742 -0.434601311283444
F743 I743 1.39046929712529
F744 I744 0.0931345504936501
F745 I745 -0.0869079594010946
F746 I746 -0.246639392576794
F748 I748 0.859349708082579
F749 I749 0.270472845074415
F750 I750 1.53397420581887
F752 I752 3.59799920849181
F753 I753 1.6872294852402
F754 I754 0.721663018822273
F755 I755 -1.00638654201093
F756 I756 0.543276498321491
F758 I758 1.22804926091397
F760 I760 1.15186411605881
F761 I761 -0.910799271509112
F763 I763 -1.31309012653429
F764 I764 -0.0899399200294198
F765 I765 -0.488075188701461
F766 I766 -0.424355049140011
F767 I767 2.9910167834378
F769 I769 0.32289693824287
F770 I770 -0.927602495000132
F771 I771 -0.158251635735483
F772 I772 -0.0598296297283728
F773 I773 0.240909184416649
F774 I774 0.510904285926178
F775 I775 0.036750376809221
F778 I778 1.55584884974748
F779 I779 0.804589713963927
F780 I780 -2.16664277226367
F781 I781 0.379697382943269
F782 I782 0.747331571558264
F784 I784 0.457416859765749
F786 I786 0.506997971455835
F787 I787 4.93822165027047
F789 I789 -0.139079770115382
F791 I791 1.44263940334727
F793 I793 -0.144259792961402
F794 I794 0.309393222664038
F796 I796 0.0256527664724797
F798 I798 3.66462093902737
F800 I800 -0.454090690686723
F801 I801 0.640159576110477
F802 I802 -0.400196264732982
F803 I803 -1.23931603955052
F804 I804 -0.428518514341606
F805 I805 0.165794534279709
F806 I806 -0.308347299637195
F807 I807 1.84360027659188
F808 I808 -0.308016983157428
F809 I809 -1.11339985118728
F810 I810 -0.758433568876268
F811 I811 1.23584174531501
F813 I813 -1.11210876900656
F814 I814 1.16127317448004
F815 I815 0.59901034882178
F816 I816 0.273645795537485
F818 I818 0.138175507403527
F819 I819 0.260459578080322
F821 I821 -1.0895503802165
F822 I822 -0.844878496854766
F824 I824 2.87562881893424
F825 I825 0.485630950015514
F827 I827 0.180196379351637
F829 I829 0.240817020496242
F830 I830 1.301249310896
F831 I831 0.784923783158109
F832 I832 0.385758179503679
F833 I833 0.419253451677687
F835 I835 0.476306361487182
F839 I839 0.0150907217494702
F840 I840 1.94270405231705
F843 I843 1.86671953551588
F845 I845 2.38161198607954
F846 I846 0.922300237150685
F847 I847 -0.490762546837172
F850 I850 1.40406163562591
F851 I851 -0.854282714020678
F852 I852 0.412614224281543
F853 I853 1.81994630449247
F855 I855 0.486656959391482
F856 I856 -0.796472055184984
F857 I857 0.373930646620684
F859 I859 0.0918906876323442
F860 I860 0.690106364260936
F861 I861 2.63538798642806
F862 I862 1.66815178363479
F863 I863 -0.276796596863575
F866 I866 0.303731365617576
F868 I868 -0.326489898581388
F869 I869 -0.0890765698088436
F870 I870 0.894822377926252
F871 I871 0.338699940074306
F872 I872 -1.1352297384194
F873 I873 1.44996945882211
F875 I875 -0.379788738563884
F877 I877 -2.10405419337657
F878 I878 0.848682978544695
F879 I879 0.696946083803188
F880 I880 1.02126679840606
F881 I881 0.51684634525155
F883 I883 -0.35074566637977
F884 I884 1.602794162333
F885 I885 -1.00338410022354
F886 I886 -0.277885992188821
F887 I887 -0.439747405492764
F889 I889 -1.08297070399641
F890 I890 -0.122904669864297
F891 I891 0.763694556481795
F893 I893 0.643303480359618
F894 I894 1.71740195883856
F895 I895 0.017087857823762
F896 I896 -0.229992017874701
F897 I897 1.02072164074396
F898 I898 0.297803163132263
F899 I899 8.76538520138318
F900 I900 0.0778058460610076
F901 I901 0.671458202515272
F902 I902 0.562916743894004
F903 I903 0.932597478283053
F904 I904 0.573770211599111
F906 I906 0.101937351072304
F907 I907 0.535004332260461
F908 I908 -1.07062896554572
F909 I909 4.02183893373794
F910 I910 0.830972036459558
F911 I911 1.40650643397723
F912 I912 -0.0873341093551735
F913 I913 -0.55864414285916
F914 I914 0.961549702060372
F915 I915 -0.244484413537843
F916 I916 -0.3892636639054
F917 I917 0.303338225000889
F918 I918 0.0976348930690635
F919 I919 -0.302169003232422
F920 I920 0.566611960640837
F921 I921 -0.622828746142964
F922 I922 1.16479405354527
F923 I923 2.37995759737198
F924 I924 0.682157240210997
F925 I925 -0.293950620829291
F927 I927 1.51293922079046
F928 I928 1.30175855419631
F929 I929 3.02538940527677
F930 I930 0.751255446894714
F931 I931 1.03889184572751
F932 I932 0.073289905127242
F933 I933 0.129330162587239
F934 I934 -0.037176081813712
F935 I935 1.58773893533967
F937 I937 0.968562067482031
F938 I938 -0.556395734889181
F939 I939 -0.368334237810941
F941 I941 0.515980012954947
F942 I942 -0.987738730407888
F943 I943 0.600540793605586
F944 I944 -0.0325901201840985
F945 I945 0.803130768833485
F946 I946 0.090272491619604
F948 I948 -1.18788385652082
F950 I950 -0.155006874299685
F951 I951 2.93592454043975
F952 I952 -0.746505917405196
F953 I953 -0.185546530155413
F954 I954 0.547970438640506
F955 I955 -0.213440680637813
F956 I956 3.50172964976841
F957 I957 -0.484687600165386
F959 I959 0.818202820813034
F960 I960 0.147650319484679
F961 I961 -0.100362840852099
F962 I962 0.9916021663519
F964 I964 -1.05720318196727
F965 I965 0.973425669901216
F966 I966 -0.254114065009811
F967 I967 -1.47877808703252
F968 I968 0.581615369412262
F970 I970 0.404705336603523
F972 I972 0.391540127216809
F973 I973 0.379879923035839
F974 I974 0.557085439165969
F976 I976 0.0339857411373797
F977 I977 -0.257567239346825
F978 I978 1.72237917481041
F979 I979 0.752183151417252
F981 I981 5.66520824555335
F982 I982 0.329958308597642
F983 I983 -0.0829977329551617
F986 I986 0.805165206283814
F988 I988 0.228505134069791
F990 I990 0.733986204730395
F991 I991 -0.581537870084988
F992 I992 -0.603957554724176
F993 I993 2.52612328115862
F994 I994 0.0478104111641128
F995 I995 -0.215723878890596
F996 I996 4.17747086883203
F997 I997 0.109482134368094
F998 I998 0.785522895631652
